,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
73,INFOSYSTCH,EQ,19-Apr-2000,7846.9,8474.0,8474.0,7219.15,7240.0,7250.05,7574.8,398588,3019222978.35,-,-,-
74,INFOSYSTCH,EQ,20-Apr-2000,7250.05,6802.0,7818.0,6671.0,7550.0,7603.55,7142.84,574575,4104099955.75,-,-,-
75,INFOSYSTCH,EQ,24-Apr-2000,7603.55,7798.0,7899.0,7210.0,7250.0,7371.4,7497.76,271376,2034713016.5,-,-,-
76,INFOSYSTCH,EQ,25-Apr-2000,7371.4,7216.0,7394.0,6781.7,7275.0,7172.35,6909.91,256876,1774990418.0,-,-,-
77,INFOSYSTCH,EQ,26-Apr-2000,7172.35,7742.85,7742.9,7651.0,7742.9,7742.9,7734.92,67657,523321734.75,-,-,-
78,INFOSYSTCH,EQ,27-Apr-2000,7742.9,7990.0,8174.0,7742.9,7960.0,7988.25,7991.33,388048,3101020619.95,-,-,-
79,INFOSYSTCH,EQ,28-Apr-2000,7988.25,8100.0,8488.0,7955.0,8120.0,8121.65,8169.37,298589,2439283398.75,-,-,-
80,INFOSYSTCH,EQ,02-May-2000,8121.65,8250.0,8470.0,7745.0,7911.0,7883.3,7947.4,399724,3176764938.05,-,-,-
81,INFOSYSTCH,EQ,03-May-2000,7883.3,7350.0,7899.0,6937.3,7730.0,7648.9,7494.26,513875,3851112907.9,-,-,-
82,INFOSYSTCH,EQ,04-May-2000,7648.9,7690.0,8230.0,7550.0,8161.0,8179.55,8038.42,392461,3154764731.2,-,-,-
83,INFOSYSTCH,EQ,05-May-2000,8179.55,8230.0,8729.85,8230.0,8494.0,8566.0,8555.67,481595,4120367454.4,-,-,-
84,INFOSYSTCH,EQ,08-May-2000,8566.0,8599.0,8740.0,7540.0,7573.0,7597.8,8066.43,756241,6100164314.3,-,-,-
85,INFOSYSTCH,EQ,09-May-2000,7597.8,7501.0,7945.0,7000.0,7926.0,7876.0,7612.0,487739,3712667950.65,-,-,-
86,INFOSYSTCH,EQ,10-May-2000,7876.0,7950.0,7975.0,7550.0,7695.0,7760.95,7747.36,377044,2921095424.3,-,-,-
87,INFOSYSTCH,EQ,11-May-2000,7760.95,7610.0,7610.0,6910.25,7175.0,7060.95,7261.86,496088,3602521078.7,-,-,-
88,INFOSYSTCH,EQ,12-May-2000,7060.95,7150.0,7300.0,6752.5,6868.0,6860.9,7002.57,502746,3520515615.15,-,-,-
89,INFOSYSTCH,EQ,15-May-2000,6860.9,6805.0,7190.0,6051.1,6945.0,6939.3,6670.17,675941,4508644073.3,-,-,-
90,INFOSYSTCH,EQ,16-May-2000,6939.3,6999.0,7100.0,6720.0,6899.0,6863.9,6868.93,470408,3231198138.8,-,-,-
91,INFOSYSTCH,EQ,17-May-2000,6863.9,7166.6,7413.05,6881.0,6980.0,6962.85,7223.02,389893,2816204127.2,-,-,-
92,INFOSYSTCH,EQ,18-May-2000,6962.85,6950.0,6995.0,6752.0,6947.9,6897.85,6870.55,255152,1753034104.0,-,-,-
